q1_neighbor_count,q2_neighbor_count,min_neighbor_count,max_neighbor_count,mean_neighbor_count,sum_neighbor_count,diff_neighbor_count,shared_neighbor_count
26,20,20,26,23.0,46,6,18
20,20,20,20,20.0,40,0,18
5,1,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
13,1,1,13,7.0,14,12,0
4,2,2,4,3.0,6,2,1
4,5,4,5,4.5,9,1,2
6,4,4,6,5.0,10,2,2
7,7,7,7,7.0,14,0,6
5,1,1,5,3.0,6,4,0
17,18,17,18,17.5,35,1,16
23,44,23,44,33.5,67,21,21
16,15,15,16,15.5,31,1,14
22,22,22,22,22.0,44,0,21
4,1,1,4,2.5,5,3,0
22,24,22,24,23.0,46,2,20
9,9,9,9,9.0,18,0,8
7,10,7,10,8.5,17,3,6
4,2,2,4,3.0,6,2,1
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
5,9,5,9,7.0,14,4,2
4,6,4,6,5.0,10,2,2
9,16,9,16,12.5,25,7,8
5,75,5,75,40.0,80,70,0
1,11,1,11,6.0,12,10,0
10,11,10,11,10.5,21,1,4
7,1,1,7,4.0,8,6,0
7,6,6,7,6.5,13,1,5
6,11,6,11,8.5,17,5,5
4,1,1,4,2.5,5,3,0
23,31,23,31,27.0,54,8,19
28,21,21,28,24.5,49,7,13
6,1,1,6,3.5,7,5,0
5,1,1,5,3.0,6,4,0
12,10,10,12,11.0,22,2,8
4,1,1,4,2.5,5,3,0
4,3,3,4,3.5,7,1,2
4,107,4,107,55.5,111,103,0
11,11,11,11,11.0,22,0,9
44,40,40,44,42.0,84,4,31
6,6,6,6,6.0,12,0,4
23,35,23,35,29.0,58,12,22
8,14,8,14,11.0,22,6,5
2,7,2,7,4.5,9,5,0
4,5,4,5,4.5,9,1,3
5,6,5,6,5.5,11,1,4
43,1,1,43,22.0,44,42,0
1,15,1,15,8.0,16,14,0
15,24,15,24,19.5,39,9,14
7,9,7,9,8.0,16,2,6
5,1,1,5,3.0,6,4,0
23,1,1,23,12.0,24,22,0
1,6,1,6,3.5,7,5,0
12,10,10,12,11.0,22,2,8
4,1,1,4,2.5,5,3,0
6,2,2,6,4.0,8,4,0
7,8,7,8,7.5,15,1,6
22,16,16,22,19.0,38,6,14
22,21,21,22,21.5,43,1,18
11,14,11,14,12.5,25,3,9
5,1,1,5,3.0,6,4,0
14,61,14,61,37.5,75,47,2
12,10,10,12,11.0,22,2,9
10,10,10,10,10.0,20,0,8
8,1,1,8,4.5,9,7,0
4,7,4,7,5.5,11,3,3
10,4,4,10,7.0,14,6,3
4,4,4,4,4.0,8,0,3
2,5,2,5,3.5,7,3,1
12,14,12,14,13.0,26,2,6
5,8,5,8,6.5,13,3,2
12,12,12,12,12.0,24,0,10
16,17,16,17,16.5,33,1,12
5,7,5,7,6.0,12,2,2
5,10,5,10,7.5,15,5,0
20,10,10,20,15.0,30,10,7
4,4,4,4,4.0,8,0,3
16,1,1,16,8.5,17,15,0
7,2,2,7,4.5,9,5,0
1,20,1,20,10.5,21,19,0
32,31,31,32,31.5,63,1,29
17,17,17,17,17.0,34,0,13
3,5,3,5,4.0,8,2,2
4,4,4,4,4.0,8,0,3
26,27,26,27,26.5,53,1,25
7,8,7,8,7.5,15,1,1
4,1,1,4,2.5,5,3,0
4,2,2,4,3.0,6,2,1
4,4,4,4,4.0,8,0,1
6,3,3,6,4.5,9,3,2
38,29,29,38,33.5,67,9,24
6,3,3,6,4.5,9,3,2
7,7,7,7,7.0,14,0,6
13,1,1,13,7.0,14,12,0
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
1,7,1,7,4.0,8,6,0
8,8,8,8,8.0,16,0,7
9,7,7,9,8.0,16,2,5
1,5,1,5,3.0,6,4,0
19,29,19,29,24.0,48,10,14
11,19,11,19,15.0,30,8,6
26,26,26,26,26.0,52,0,24
9,6,6,9,7.5,15,3,2
1,4,1,4,2.5,5,3,0
5,6,5,6,5.5,11,1,4
1,4,1,4,2.5,5,3,0
23,18,18,23,20.5,41,5,17
12,1,1,12,6.5,13,11,0
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
4,2,2,4,3.0,6,2,0
1,5,1,5,3.0,6,4,0
9,1,1,9,5.0,10,8,0
5,4,4,5,4.5,9,1,0
1,5,1,5,3.0,6,4,0
27,28,27,28,27.5,55,1,26
4,4,4,4,4.0,8,0,3
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
11,14,11,14,12.5,25,3,8
5,1,1,5,3.0,6,4,0
4,11,4,11,7.5,15,7,3
13,13,13,13,13.0,26,0,12
18,18,18,18,18.0,36,0,17
1,7,1,7,4.0,8,6,0
11,11,11,11,11.0,22,0,7
5,5,5,5,5.0,10,0,1
1,4,1,4,2.5,5,3,0
18,33,18,33,25.5,51,15,13
1,8,1,8,4.5,9,7,0
6,2,2,6,4.0,8,4,1
7,1,1,7,4.0,8,6,0
24,28,24,28,26.0,52,4,23
6,6,6,6,6.0,12,0,5
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
5,8,5,8,6.5,13,3,4
12,10,10,12,11.0,22,2,9
11,1,1,11,6.0,12,10,0
1,11,1,11,6.0,12,10,0
8,11,8,11,9.5,19,3,6
4,1,1,4,2.5,5,3,0
2,6,2,6,4.0,8,4,0
5,6,5,6,5.5,11,1,4
8,4,4,8,6.0,12,4,0
5,1,1,5,3.0,6,4,0
32,32,32,32,32.0,64,0,30
37,42,37,42,39.5,79,5,29
7,6,6,7,6.5,13,1,0
27,39,27,39,33.0,66,12,22
6,6,6,6,6.0,12,0,4
1,9,1,9,5.0,10,8,0
7,1,1,7,4.0,8,6,0
5,2,2,5,3.5,7,3,1
8,7,7,8,7.5,15,1,6
10,5,5,10,7.5,15,5,2
27,23,23,27,25.0,50,4,18
8,1,1,8,4.5,9,7,0
7,4,4,7,5.5,11,3,3
4,4,4,4,4.0,8,0,3
1,4,1,4,2.5,5,3,0
9,14,9,14,11.5,23,5,7
6,13,6,13,9.5,19,7,0
14,16,14,16,15.0,30,2,12
13,14,13,14,13.5,27,1,8
4,1,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
11,33,11,33,22.0,44,22,8
9,4,4,9,6.5,13,5,3
1,10,1,10,5.5,11,9,0
5,6,5,6,5.5,11,1,4
12,12,12,12,12.0,24,0,11
5,9,5,9,7.0,14,4,4
8,11,8,11,9.5,19,3,6
6,7,6,7,6.5,13,1,5
45,37,37,45,41.0,82,8,28
5,8,5,8,6.5,13,3,4
5,5,5,5,5.0,10,0,4
5,1,1,5,3.0,6,4,0
6,6,6,6,6.0,12,0,5
6,4,4,6,5.0,10,2,2
7,7,7,7,7.0,14,0,6
4,6,4,6,5.0,10,2,2
17,15,15,17,16.0,32,2,14
5,1,1,5,3.0,6,4,0
10,4,4,10,7.0,14,6,2
1,4,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
5,5,5,5,5.0,10,0,3
2,30,2,30,16.0,32,28,0
7,1,1,7,4.0,8,6,0
6,6,6,6,6.0,12,0,4
8,11,8,11,9.5,19,3,7
23,24,23,24,23.5,47,1,21
5,5,5,5,5.0,10,0,3
1,5,1,5,3.0,6,4,0
12,5,5,12,8.5,17,7,2
5,1,1,5,3.0,6,4,0
1,10,1,10,5.5,11,9,0
6,1,1,6,3.5,7,5,0
12,1,1,12,6.5,13,11,0
8,4,4,8,6.0,12,4,3
9,9,9,9,9.0,18,0,8
5,5,5,5,5.0,10,0,3
6,7,6,7,6.5,13,1,5
5,1,1,5,3.0,6,4,0
2,6,2,6,4.0,8,4,1
1,4,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
1,5,1,5,3.0,6,4,0
31,32,31,32,31.5,63,1,30
4,1,1,4,2.5,5,3,0
32,32,32,32,32.0,64,0,29
6,6,6,6,6.0,12,0,4
8,8,8,8,8.0,16,0,7
56,1,1,56,28.5,57,55,0
14,14,14,14,14.0,28,0,13
5,4,4,5,4.5,9,1,3
5,6,5,6,5.5,11,1,0
4,1,1,4,2.5,5,3,0
12,4,4,12,8.0,16,8,3
5,1,1,5,3.0,6,4,0
7,7,7,7,7.0,14,0,4
1,6,1,6,3.5,7,5,0
13,13,13,13,13.0,26,0,12
1,7,1,7,4.0,8,6,0
45,42,42,45,43.5,87,3,38
5,5,5,5,5.0,10,0,4
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
50,51,50,51,50.5,101,1,48
1,7,1,7,4.0,8,6,0
1,5,1,5,3.0,6,4,0
6,1,1,6,3.5,7,5,0
6,9,6,9,7.5,15,3,1
3,7,3,7,5.0,10,4,2
1,16,1,16,8.5,17,15,0
1,11,1,11,6.0,12,10,0
20,21,20,21,20.5,41,1,18
8,1,1,8,4.5,9,7,0
1,4,1,4,2.5,5,3,0
6,4,4,6,5.0,10,2,3
10,4,4,10,7.0,14,6,3
12,12,12,12,12.0,24,0,10
6,6,6,6,6.0,12,0,5
34,34,34,34,34.0,68,0,30
1,40,1,40,20.5,41,39,0
18,17,17,18,17.5,35,1,13
7,8,7,8,7.5,15,1,0
5,5,5,5,5.0,10,0,4
3,5,3,5,4.0,8,2,2
25,32,25,32,28.5,57,7,24
14,17,14,17,15.5,31,3,13
6,1,1,6,3.5,7,5,0
1,28,1,28,14.5,29,27,0
1,21,1,21,11.0,22,20,0
14,14,14,14,14.0,28,0,13
1,6,1,6,3.5,7,5,0
16,10,10,16,13.0,26,6,9
5,1,1,5,3.0,6,4,0
18,49,18,49,33.5,67,31,15
8,14,8,14,11.0,22,6,2
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
2,18,2,18,10.0,20,16,1
10,9,9,10,9.5,19,1,4
25,29,25,29,27.0,54,4,24
33,1,1,33,17.0,34,32,0
1,5,1,5,3.0,6,4,0
8,13,8,13,10.5,21,5,1
8,1,1,8,4.5,9,7,0
25,46,25,46,35.5,71,21,21
25,21,21,25,23.0,46,4,14
5,1,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
13,14,13,14,13.5,27,1,12
14,1,1,14,7.5,15,13,0
2,4,2,4,3.0,6,2,0
2,8,2,8,5.0,10,6,1
9,3,3,9,6.0,12,6,2
3,18,3,18,10.5,21,15,1
13,5,5,13,9.0,18,8,1
8,8,8,8,8.0,16,0,4
1,14,1,14,7.5,15,13,0
1,107,1,107,54.0,108,106,0
4,1,1,4,2.5,5,3,0
7,1,1,7,4.0,8,6,0
1,5,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
18,20,18,20,19.0,38,2,16
6,7,6,7,6.5,13,1,4
5,1,1,5,3.0,6,4,0
5,5,5,5,5.0,10,0,0
5,7,5,7,6.0,12,2,4
9,9,9,9,9.0,18,0,8
4,1,1,4,2.5,5,3,0
2,4,2,4,3.0,6,2,0
34,49,34,49,41.5,83,15,27
9,17,9,17,13.0,26,8,8
1,4,1,4,2.5,5,3,0
26,26,26,26,26.0,52,0,24
16,5,5,16,10.5,21,11,4
6,32,6,32,19.0,38,26,5
18,15,15,18,16.5,33,3,8
10,13,10,13,11.5,23,3,9
5,2,2,5,3.5,7,3,1
2,4,2,4,3.0,6,2,1
6,5,5,6,5.5,11,1,4
4,1,1,4,2.5,5,3,0
8,9,8,9,8.5,17,1,7
9,8,8,9,8.5,17,1,7
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
2,4,2,4,3.0,6,2,0
1,5,1,5,3.0,6,4,0
8,8,8,8,8.0,16,0,7
7,2,2,7,4.5,9,5,0
8,6,6,8,7.0,14,2,5
7,13,7,13,10.0,20,6,6
1,5,1,5,3.0,6,4,0
18,49,18,49,33.5,67,31,14
7,4,4,7,5.5,11,3,2
18,12,12,18,15.0,30,6,9
14,13,13,14,13.5,27,1,12
4,2,2,4,3.0,6,2,0
6,1,1,6,3.5,7,5,0
1,5,1,5,3.0,6,4,0
10,15,10,15,12.5,25,5,8
1,25,1,25,13.0,26,24,0
10,12,10,12,11.0,22,2,9
13,12,12,13,12.5,25,1,11
10,10,10,10,10.0,20,0,5
6,6,6,6,6.0,12,0,5
4,4,4,4,4.0,8,0,2
8,5,5,8,6.5,13,3,1
21,31,21,31,26.0,52,10,14
19,19,19,19,19.0,38,0,18
6,6,6,6,6.0,12,0,5
7,8,7,8,7.5,15,1,6
6,1,1,6,3.5,7,5,0
9,6,6,9,7.5,15,3,5
4,1,1,4,2.5,5,3,0
10,17,10,17,13.5,27,7,8
1,5,1,5,3.0,6,4,0
13,13,13,13,13.0,26,0,12
1,8,1,8,4.5,9,7,0
17,12,12,17,14.5,29,5,6
2,30,2,30,16.0,32,28,0
18,1,1,18,9.5,19,17,0
5,7,5,7,6.0,12,2,3
14,25,14,25,19.5,39,11,13
6,1,1,6,3.5,7,5,0
6,1,1,6,3.5,7,5,0
6,1,1,6,3.5,7,5,0
15,55,15,55,35.0,70,40,12
5,5,5,5,5.0,10,0,4
6,9,6,9,7.5,15,3,2
5,1,1,5,3.0,6,4,0
27,36,27,36,31.5,63,9,25
5,1,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
5,8,5,8,6.5,13,3,3
5,41,5,41,23.0,46,36,0
8,8,8,8,8.0,16,0,7
8,1,1,8,4.5,9,7,0
4,6,4,6,5.0,10,2,0
7,12,7,12,9.5,19,5,6
8,7,7,8,7.5,15,1,2
4,5,4,5,4.5,9,1,3
4,3,3,4,3.5,7,1,2
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
14,1,1,14,7.5,15,13,0
41,44,41,44,42.5,85,3,40
5,1,1,5,3.0,6,4,0
5,4,4,5,4.5,9,1,0
41,45,41,45,43.0,86,4,32
12,49,12,49,30.5,61,37,11
9,25,9,25,17.0,34,16,6
48,29,29,48,38.5,77,19,28
10,1,1,10,5.5,11,9,0
5,4,4,5,4.5,9,1,3
10,8,8,10,9.0,18,2,7
13,14,13,14,13.5,27,1,10
1,5,1,5,3.0,6,4,0
10,11,10,11,10.5,21,1,8
11,7,7,11,9.0,18,4,6
5,13,5,13,9.0,18,8,4
7,8,7,8,7.5,15,1,6
17,14,14,17,15.5,31,3,13
4,3,3,4,3.5,7,1,1
5,1,1,5,3.0,6,4,0
11,32,11,32,21.5,43,21,7
41,38,38,41,39.5,79,3,31
1,12,1,12,6.5,13,11,0
5,5,5,5,5.0,10,0,4
8,15,8,15,11.5,23,7,7
9,8,8,9,8.5,17,1,7
1,4,1,4,2.5,5,3,0
24,27,24,27,25.5,51,3,23
4,1,1,4,2.5,5,3,0
10,10,10,10,10.0,20,0,7
1,5,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
10,10,10,10,10.0,20,0,9
1,4,1,4,2.5,5,3,0
6,6,6,6,6.0,12,0,5
6,1,1,6,3.5,7,5,0
24,18,18,24,21.0,42,6,16
10,9,9,10,9.5,19,1,8
6,6,6,6,6.0,12,0,5
20,21,20,21,20.5,41,1,19
8,4,4,8,6.0,12,4,3
17,6,6,17,11.5,23,11,4
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
5,2,2,5,3.5,7,3,0
1,4,1,4,2.5,5,3,0
13,9,9,13,11.0,22,4,8
20,23,20,23,21.5,43,3,19
2,4,2,4,3.0,6,2,1
6,1,1,6,3.5,7,5,0
1,4,1,4,2.5,5,3,0
29,27,27,29,28.0,56,2,26
8,5,5,8,6.5,13,3,4
1,11,1,11,6.0,12,10,0
6,7,6,7,6.5,13,1,5
18,17,17,18,17.5,35,1,13
5,6,5,6,5.5,11,1,4
4,1,1,4,2.5,5,3,0
1,10,1,10,5.5,11,9,0
5,8,5,8,6.5,13,3,2
26,24,24,26,25.0,50,2,22
13,16,13,16,14.5,29,3,10
2,4,2,4,3.0,6,2,1
4,1,1,4,2.5,5,3,0
5,4,4,5,4.5,9,1,0
1,5,1,5,3.0,6,4,0
5,6,5,6,5.5,11,1,1
8,6,6,8,7.0,14,2,5
26,9,9,26,17.5,35,17,6
1,6,1,6,3.5,7,5,0
1,26,1,26,13.5,27,25,0
7,7,7,7,7.0,14,0,6
2,4,2,4,3.0,6,2,1
5,14,5,14,9.5,19,9,4
7,26,7,26,16.5,33,19,6
6,4,4,6,5.0,10,2,3
6,1,1,6,3.5,7,5,0
1,9,1,9,5.0,10,8,0
26,37,26,37,31.5,63,11,22
19,15,15,19,17.0,34,4,12
7,7,7,7,7.0,14,0,6
33,39,33,39,36.0,72,6,31
40,35,35,40,37.5,75,5,32
3,8,3,8,5.5,11,5,0
4,4,4,4,4.0,8,0,2
11,2,2,11,6.5,13,9,1
4,6,4,6,5.0,10,2,3
4,4,4,4,4.0,8,0,3
1,5,1,5,3.0,6,4,0
6,8,6,8,7.0,14,2,5
5,1,1,5,3.0,6,4,0
21,16,16,21,18.5,37,5,12
13,12,12,13,12.5,25,1,10
32,32,32,32,32.0,64,0,30
2,4,2,4,3.0,6,2,0
4,1,1,4,2.5,5,3,0
7,18,7,18,12.5,25,11,4
3,5,3,5,4.0,8,2,2
7,5,5,7,6.0,12,2,4
1,12,1,12,6.5,13,11,0
11,1,1,11,6.0,12,10,0
1,6,1,6,3.5,7,5,0
7,5,5,7,6.0,12,2,1
1,4,1,4,2.5,5,3,0
5,1,1,5,3.0,6,4,0
33,25,25,33,29.0,58,8,24
1,5,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
11,7,7,11,9.0,18,4,6
4,4,4,4,4.0,8,0,1
2,6,2,6,4.0,8,4,0
13,18,13,18,15.5,31,5,12
8,8,8,8,8.0,16,0,4
1,22,1,22,11.5,23,21,0
2,11,2,11,6.5,13,9,1
9,13,9,13,11.0,22,4,8
10,12,10,12,11.0,22,2,4
8,7,7,8,7.5,15,1,4
1,6,1,6,3.5,7,5,0
4,2,2,4,3.0,6,2,0
2,9,2,9,5.5,11,7,0
1,4,1,4,2.5,5,3,0
5,4,4,5,4.5,9,1,3
41,38,38,41,39.5,79,3,36
1,5,1,5,3.0,6,4,0
13,12,12,13,12.5,25,1,11
1,107,1,107,54.0,108,106,0
5,5,5,5,5.0,10,0,3
26,18,18,26,22.0,44,8,15
5,1,1,5,3.0,6,4,0
13,16,13,16,14.5,29,3,10
6,2,2,6,4.0,8,4,1
28,25,25,28,26.5,53,3,24
5,1,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
4,1,1,4,2.5,5,3,0
26,40,26,40,33.0,66,14,18
12,12,12,12,12.0,24,0,8
5,1,1,5,3.0,6,4,0
4,8,4,8,6.0,12,4,1
24,23,23,24,23.5,47,1,22
6,9,6,9,7.5,15,3,5
7,9,7,9,8.0,16,2,5
4,4,4,4,4.0,8,0,3
8,13,8,13,10.5,21,5,5
12,9,9,12,10.5,21,3,5
4,5,4,5,4.5,9,1,3
1,8,1,8,4.5,9,7,0
13,10,10,13,11.5,23,3,8
6,2,2,6,4.0,8,4,0
1,5,1,5,3.0,6,4,0
7,6,6,7,6.5,13,1,5
2,4,2,4,3.0,6,2,0
4,4,4,4,4.0,8,0,1
9,1,1,9,5.0,10,8,0
10,12,10,12,11.0,22,2,9
9,2,2,9,5.5,11,7,0
4,1,1,4,2.5,5,3,0
5,5,5,5,5.0,10,0,4
6,3,3,6,4.5,9,3,2
7,5,5,7,6.0,12,2,0
14,11,11,14,12.5,25,3,8
35,48,35,48,41.5,83,13,34
1,8,1,8,4.5,9,7,0
2,7,2,7,4.5,9,5,0
23,22,22,23,22.5,45,1,19
13,14,13,14,13.5,27,1,11
6,6,6,6,6.0,12,0,5
4,1,1,4,2.5,5,3,0
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
9,10,9,10,9.5,19,1,8
1,21,1,21,11.0,22,20,0
4,2,2,4,3.0,6,2,1
2,12,2,12,7.0,14,10,0
1,15,1,15,8.0,16,14,0
6,6,6,6,6.0,12,0,5
21,21,21,21,21.0,42,0,18
10,15,10,15,12.5,25,5,5
34,37,34,37,35.5,71,3,23
10,2,2,10,6.0,12,8,1
10,10,10,10,10.0,20,0,7
5,1,1,5,3.0,6,4,0
40,18,18,40,29.0,58,22,16
13,7,7,13,10.0,20,6,6
5,4,4,5,4.5,9,1,3
11,11,11,11,11.0,22,0,9
6,5,5,6,5.5,11,1,3
5,4,4,5,4.5,9,1,3
6,6,6,6,6.0,12,0,5
1,4,1,4,2.5,5,3,0
8,4,4,8,6.0,12,4,0
1,6,1,6,3.5,7,5,0
8,43,8,43,25.5,51,35,7
30,35,30,35,32.5,65,5,19
26,1,1,26,13.5,27,25,0
6,8,6,8,7.0,14,2,4
1,5,1,5,3.0,6,4,0
29,41,29,41,35.0,70,12,26
7,7,7,7,7.0,14,0,5
3,4,3,4,3.5,7,1,1
1,6,1,6,3.5,7,5,0
14,10,10,14,12.0,24,4,9
7,6,6,7,6.5,13,1,5
20,16,16,20,18.0,36,4,12
1,8,1,8,4.5,9,7,0
6,1,1,6,3.5,7,5,0
19,14,14,19,16.5,33,5,11
6,5,5,6,5.5,11,1,4
6,6,6,6,6.0,12,0,5
25,20,20,25,22.5,45,5,17
35,40,35,40,37.5,75,5,33
4,5,4,5,4.5,9,1,1
6,8,6,8,7.0,14,2,5
25,16,16,25,20.5,41,9,15
1,8,1,8,4.5,9,7,0
7,1,1,7,4.0,8,6,0
12,15,12,15,13.5,27,3,10
2,7,2,7,4.5,9,5,1
4,2,2,4,3.0,6,2,1
38,38,38,38,38.0,76,0,30
7,7,7,7,7.0,14,0,5
5,1,1,5,3.0,6,4,0
11,9,9,11,10.0,20,2,8
14,14,14,14,14.0,28,0,13
4,7,4,7,5.5,11,3,0
4,6,4,6,5.0,10,2,3
9,5,5,9,7.0,14,4,4
2,8,2,8,5.0,10,6,0
7,10,7,10,8.5,17,3,5
1,9,1,9,5.0,10,8,0
7,1,1,7,4.0,8,6,0
7,11,7,11,9.0,18,4,6
1,4,1,4,2.5,5,3,0
7,6,6,7,6.5,13,1,5
1,5,1,5,3.0,6,4,0
4,4,4,4,4.0,8,0,3
1,6,1,6,3.5,7,5,0
9,12,9,12,10.5,21,3,7
3,10,3,10,6.5,13,7,2
1,10,1,10,5.5,11,9,0
5,5,5,5,5.0,10,0,3
1,4,1,4,2.5,5,3,0
9,1,1,9,5.0,10,8,0
1,8,1,8,4.5,9,7,0
20,6,6,20,13.0,26,14,5
4,6,4,6,5.0,10,2,3
17,31,17,31,24.0,48,14,12
16,19,16,19,17.5,35,3,15
5,9,5,9,7.0,14,4,4
7,11,7,11,9.0,18,4,4
24,25,24,25,24.5,49,1,23
54,15,15,54,34.5,69,39,11
4,1,1,4,2.5,5,3,0
5,6,5,6,5.5,11,1,0
17,7,7,17,12.0,24,10,4
4,1,1,4,2.5,5,3,0
11,7,7,11,9.0,18,4,6
7,7,7,7,7.0,14,0,6
5,52,5,52,28.5,57,47,0
6,8,6,8,7.0,14,2,3
1,9,1,9,5.0,10,8,0
8,1,1,8,4.5,9,7,0
4,4,4,4,4.0,8,0,1
5,1,1,5,3.0,6,4,0
4,12,4,12,8.0,16,8,3
6,1,1,6,3.5,7,5,0
18,18,18,18,18.0,36,0,17
26,34,26,34,30.0,60,8,17
14,11,11,14,12.5,25,3,8
146,26,26,146,86.0,172,120,22
2,7,2,7,4.5,9,5,0
27,49,27,49,38.0,76,22,19
7,5,5,7,6.0,12,2,4
4,1,1,4,2.5,5,3,0
17,16,16,17,16.5,33,1,15
6,15,6,15,10.5,21,9,2
4,2,2,4,3.0,6,2,0
2,4,2,4,3.0,6,2,1
1,6,1,6,3.5,7,5,0
5,3,3,5,4.0,8,2,2
6,7,6,7,6.5,13,1,4
9,1,1,9,5.0,10,8,0
31,25,25,31,28.0,56,6,6
5,1,1,5,3.0,6,4,0
17,23,17,23,20.0,40,6,14
5,6,5,6,5.5,11,1,4
8,12,8,12,10.0,20,4,5
6,4,4,6,5.0,10,2,3
6,15,6,15,10.5,21,9,5
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
1,4,1,4,2.5,5,3,0
1,4,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
2,9,2,9,5.5,11,7,0
5,6,5,6,5.5,11,1,4
4,2,2,4,3.0,6,2,1
10,7,7,10,8.5,17,3,6
10,7,7,10,8.5,17,3,6
6,6,6,6,6.0,12,0,4
10,5,5,10,7.5,15,5,4
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
10,5,5,10,7.5,15,5,4
5,5,5,5,5.0,10,0,4
19,19,19,19,19.0,38,0,18
5,5,5,5,5.0,10,0,2
36,43,36,43,39.5,79,7,28
11,11,11,11,11.0,22,0,10
9,10,9,10,9.5,19,1,4
1,8,1,8,4.5,9,7,0
4,2,2,4,3.0,6,2,1
49,51,49,51,50.0,100,2,30
7,6,6,7,6.5,13,1,5
10,15,10,15,12.5,25,5,7
9,9,9,9,9.0,18,0,8
17,21,17,21,19.0,38,4,15
13,13,13,13,13.0,26,0,11
12,1,1,12,6.5,13,11,0
12,31,12,31,21.5,43,19,10
6,6,6,6,6.0,12,0,5
2,4,2,4,3.0,6,2,0
7,6,6,7,6.5,13,1,4
17,2,2,17,9.5,19,15,1
1,5,1,5,3.0,6,4,0
4,1,1,4,2.5,5,3,0
4,6,4,6,5.0,10,2,3
4,1,1,4,2.5,5,3,0
4,1,1,4,2.5,5,3,0
19,48,19,48,33.5,67,29,15
6,12,6,12,9.0,18,6,5
5,7,5,7,6.0,12,2,4
7,7,7,7,7.0,14,0,5
7,1,1,7,4.0,8,6,0
7,1,1,7,4.0,8,6,0
1,27,1,27,14.0,28,26,0
6,6,6,6,6.0,12,0,5
7,9,7,9,8.0,16,2,6
8,7,7,8,7.5,15,1,2
4,1,1,4,2.5,5,3,0
10,11,10,11,10.5,21,1,9
1,16,1,16,8.5,17,15,0
12,1,1,12,6.5,13,11,0
8,1,1,8,4.5,9,7,0
31,5,5,31,18.0,36,26,3
6,6,6,6,6.0,12,0,5
15,28,15,28,21.5,43,13,14
11,8,8,11,9.5,19,3,6
1,7,1,7,4.0,8,6,0
146,32,32,146,89.0,178,114,27
20,37,20,37,28.5,57,17,18
39,43,39,43,41.0,82,4,38
5,14,5,14,9.5,19,9,3
6,1,1,6,3.5,7,5,0
1,5,1,5,3.0,6,4,0
5,1,1,5,3.0,6,4,0
14,13,13,14,13.5,27,1,11
4,2,2,4,3.0,6,2,0
19,24,19,24,21.5,43,5,17
18,20,18,20,19.0,38,2,17
1,26,1,26,13.5,27,25,0
9,8,8,9,8.5,17,1,7
19,20,19,20,19.5,39,1,18
15,1,1,15,8.0,16,14,0
11,8,8,11,9.5,19,3,7
3,16,3,16,9.5,19,13,0
20,7,7,20,13.5,27,13,6
4,1,1,4,2.5,5,3,0
21,11,11,21,16.0,32,10,8
7,7,7,7,7.0,14,0,5
6,1,1,6,3.5,7,5,0
4,1,1,4,2.5,5,3,0
1,5,1,5,3.0,6,4,0
6,1,1,6,3.5,7,5,0
4,4,4,4,4.0,8,0,3
3,22,3,22,12.5,25,19,2
4,2,2,4,3.0,6,2,0
1,5,1,5,3.0,6,4,0
8,6,6,8,7.0,14,2,5
10,12,10,12,11.0,22,2,8
5,2,2,5,3.5,7,3,0
1,12,1,12,6.5,13,11,0
10,3,3,10,6.5,13,7,0
14,13,13,14,13.5,27,1,12
11,12,11,12,11.5,23,1,10
6,5,5,6,5.5,11,1,4
5,2,2,5,3.5,7,3,0
1,4,1,4,2.5,5,3,0
8,1,1,8,4.5,9,7,0
