q1_hash,q2_hash,q1_freq,q2_freq
12214,16073,17,27
12215,3351,1,20
6037,6656,53,10
1516,39357,4,1
12216,39358,5,1
2254,17785,17,19
2913,5458,23,23
2477,10141,17,10
12217,6327,8,13
12218,35033,5,5
8795,39359,10,6
8942,3184,23,34
10174,39360,10,11
12219,39361,4,2
12220,33878,1,6
841,30250,14,5
7951,37312,15,8
12221,37877,6,5
1871,22436,16,11
9065,4091,17,15
12222,39362,5,1
12223,12572,6,7
8137,18652,7,7
10871,11466,5,6
9985,7288,5,5
12224,292,7,22
1258,3005,5,4
12225,9990,5,8
4438,4897,46,43
715,3576,34,66
2144,39363,26,5
10267,2490,31,33
12226,29897,9,9
12227,26556,9,2
3109,7733,24,16
2855,2685,27,26
12228,4089,2,8
10317,13945,12,18
4507,15433,20,18
12229,30574,5,7
12230,5277,4,4
7984,34239,23,20
8916,39364,4,1
12231,38124,1,16
12232,34683,1,4
203,39365,8,2
5793,15325,39,49
12233,18569,2,6
12234,39366,5,3
12235,17890,10,18
12236,13966,2,4
12237,39367,1,9
5656,8646,16,23
12238,5455,1,75
12239,23585,4,11
6929,6524,7,8
2897,18913,9,12
1933,39368,7,1
12240,10970,2,19
9042,39369,4,1
12241,10922,4,5
12242,17539,2,18
12243,34587,16,17
2763,32147,4,2
2333,39370,9,1
12244,30943,6,4
12245,932,11,16
12246,37908,1,4
270,35639,52,14
6805,4735,5,4
12247,39371,4,1
12011,1210,17,9
12248,33832,4,5
12249,39372,5,1
10277,5069,7,8
12250,19129,2,4
11981,34740,15,13
9739,2346,17,17
12251,39373,5,5
12252,39374,11,1
1730,39375,15,1
273,947,25,25
10866,14057,15,28
12253,12181,10,9
2623,39376,5,1
12254,20934,6,6
12255,39009,4,4
12256,2490,13,33
12257,10916,5,2
10136,16129,18,18
12258,24877,1,17
12259,8236,1,107
131,8514,7,6
12260,2098,1,15
12261,39377,12,5
12262,39378,4,2
2637,6821,13,16
3697,17620,5,5
12263,2535,1,5
3837,34661,4,5
2300,1686,12,9
2087,8941,32,18
12264,20619,5,7
1188,2855,26,27
12265,33639,13,13
4233,20576,17,22
9,2048,46,49
3385,36181,13,8
8832,4618,31,27
3462,39379,4,4
12266,25228,1,5
273,4183,25,21
12267,17395,4,4
12268,5462,9,10
4743,8478,8,9
7111,39380,5,6
3084,20454,4,4
1402,5644,42,50
12269,22713,1,7
1756,39381,5,1
12270,1327,1,5
6244,34292,9,19
12271,18296,4,7
11231,37425,5,4
12272,39382,5,1
12273,24257,5,9
12274,6708,5,5
8588,38700,8,9
12275,39383,5,1
12276,11309,8,8
6060,6633,6,10
12277,36090,1,4
1668,39384,6,1
381,39385,4,1
12278,2284,5,6
12279,39386,5,1
12198,37436,5,3
8638,18223,5,8
7956,15435,8,8
556,22022,27,24
12280,39387,8,7
12281,39388,4,1
2738,10920,16,9
12282,39389,5,1
12283,22820,14,14
12284,20821,1,48
12285,39390,2,4
12286,20821,1,48
12287,7258,2,17
12288,38296,5,4
7941,5271,18,15
4546,39391,12,1
12289,35595,1,14
10845,17991,8,3
5213,39392,6,1
12290,39393,6,1
2504,30352,14,7
12291,39394,4,1
12292,23557,13,12
12293,8507,1,18
6938,11249,12,18
9405,36808,14,14
12294,14887,11,18
12295,2559,2,24
12296,23948,10,8
12297,39395,5,1
8786,34391,40,31
12028,23378,11,15
3323,39396,9,1
12298,1857,11,43
8356,6660,6,20
12299,39397,6,1
12300,4007,1,17
5598,11198,5,5
12301,16787,1,5
9696,4207,11,17
12302,39398,4,1
4585,39399,6,1
6893,39400,5,1
12303,39401,4,4
12304,29350,5,3
12305,23131,11,4
12306,39402,1,5
1778,4046,11,22
4367,10984,14,27
12307,37500,4,4
12308,39403,4,1
12309,25346,4,4
2797,9128,11,11
12310,18008,1,7
12311,39404,4,2
12312,38032,3,6
12313,31143,2,7
12314,7820,2,7
1044,587,34,40
10423,18931,9,8
8121,9339,8,8
12315,28261,9,10
12316,39405,1,7
3829,39406,7,1
12317,4155,11,5
12318,27148,4,4
12319,1772,1,22
12320,39407,1,4
12321,39408,4,1
6313,17751,7,3
5846,699,8,9
12322,39409,2,4
12323,39410,4,1
4324,14648,10,11
1295,34391,21,31
12324,39411,6,1
12325,16598,7,6
12326,36660,1,4
4365,39412,7,1
12327,39413,4,6
9373,39414,7,3
12328,21454,9,13
12329,11025,7,9
10641,30306,8,7
12330,39276,1,15
11874,35997,5,8
12331,34777,5,5
10573,2935,9,14
918,39415,6,3
797,33195,27,10
9891,39416,6,1
12332,9672,6,7
12333,39417,23,6
12334,15113,3,5
165,48,27,25
6671,39418,11,5
246,17979,40,37
4391,39419,4,1
12335,26222,1,6
2389,12364,26,26
8765,34922,8,6
12336,2484,20,16
1144,14823,39,28
12337,2766,1,5
11572,12430,4,3
12338,39420,4,2
10524,7250,16,5
12339,9499,2,5
12340,38872,11,11
6247,3724,19,19
5195,39421,24,24
12341,39422,4,1
9739,2348,17,15
12342,14337,2,15
12343,15723,1,7
793,33639,15,13
12344,12775,2,18
10179,39423,24,1
12345,20463,1,5
8705,22725,12,9
12346,24936,13,13
12347,38294,1,4
9003,23857,13,38
12348,39424,5,4
1427,8759,37,35
2740,39425,4,1
10007,10092,4,3
12349,39426,5,1
5062,470,4,5
12350,39427,7,2
3244,10850,6,6
12351,32274,1,5
12352,3191,4,26
12353,13347,16,12
12354,36771,10,10
1156,4276,12,5
1458,24814,13,18
12355,39428,1,4
12356,16756,12,9
12357,34638,12,13
12358,802,8,19
12359,39429,4,1
12360,3195,1,10
12361,6481,7,5
6263,5940,17,19
12362,34421,6,2
11303,15641,6,6
12363,24807,5,9
12364,25554,26,22
12365,36480,7,9
12366,39430,7,1
11602,35469,5,18
12367,39431,7,2
12368,17770,6,7
4835,39432,10,1
10840,34238,4,10
12369,3297,7,6
2926,5406,21,37
7764,5192,8,8
12370,25979,2,4
12371,3299,1,26
12372,39143,1,4
3795,19925,7,2
12373,38286,6,5
12374,4073,10,13
4397,39433,5,1
8011,1698,14,14
12054,12584,22,16
5230,7298,15,13
12375,39434,4,4
12376,12612,1,10
12377,39435,6,1
10882,2782,14,15
12378,18889,1,77
12379,39436,4,4
12380,18001,23,6
12381,7485,4,5
12382,33316,1,5
12383,7840,4,7
12384,2376,1,4
2945,10975,14,19
12385,22269,9,27
3913,9097,14,11
9,15192,46,36
2282,39437,6,1
12386,2028,17,11
4579,16202,22,19
7153,36214,21,5
4473,32555,7,6
8033,35519,18,10
4924,12774,15,15
12387,35734,1,9
12388,9370,10,11
12389,12559,14,15
9477,15458,6,2
12390,23671,9,9
12391,8957,21,22
12392,20821,1,48
1559,39438,7,1
12393,28403,1,6
12394,22164,1,5
12395,1832,1,5
3759,22084,9,8
12396,20821,1,48
12397,19300,5,5
499,8472,12,7
7247,26585,9,7
191,1491,29,42
12398,33368,5,5
12399,32845,4,7
11006,39439,4,1
12400,38777,1,6
12401,29383,6,7
12402,39440,4,1
2633,17746,12,15
12403,39441,5,2
7848,907,16,16
12404,22661,4,3
249,21278,5,6
12405,39442,11,5
12406,39443,6,4
6152,28266,14,6
6112,29660,16,14
5837,6384,20,21
12407,39444,4,2
12408,39445,10,5
12409,23471,1,8
12410,23477,4,4
12411,39446,1,4
12412,18613,4,5
12413,39447,1,6
12414,39448,5,1
1598,26068,6,7
12415,24811,15,28
2120,3841,28,30
9984,39449,5,2
876,5777,13,7
12416,39450,4,1
12417,31792,5,2
12418,38773,3,15
12419,12723,2,4
10856,9105,15,8
5419,19789,4,5
937,6303,22,20
12420,27874,1,4
6906,5229,30,28
12421,3238,14,15
12422,36793,2,12
12423,31842,1,6
12424,39451,6,1
12425,16955,1,18
12426,22039,10,7
12427,39452,5,1
10836,1959,24,33
12428,39453,5,1
12429,39454,1,4
12430,35470,3,4
12431,39207,1,4
12432,39455,1,6
1928,14106,18,23
12433,584,1,88
12434,39456,7,2
12435,1571,5,7
7848,15269,16,18
12436,7730,1,12
12437,2932,3,10
12438,35310,1,4
12439,39457,5,1
5221,39458,6,1
12440,973,1,34
12441,39459,5,1
12442,25532,1,6
12443,7291,17,18
12444,39460,5,1
12445,22529,5,6
12446,25273,4,4
12447,39461,1,4
8580,1633,7,10
142,39462,5,4
12448,31713,4,3
12449,5485,4,5
8105,15639,5,5
10361,23874,23,23
12450,24813,4,4
12451,35223,3,4
10436,39463,5,1
4913,39464,4,1
12452,38917,7,4
6898,3236,7,7
2408,6444,22,22
12453,19853,1,11
1752,39465,8,1
9069,39466,4,1
12454,1505,28,17
12455,39467,5,1
12456,484,10,14
12457,34643,7,5
3756,9530,16,16
12180,30857,9,8
12458,15825,1,15
3732,35870,4,4
12459,345,24,23
12460,9640,1,4
5271,7388,15,12
12461,15017,1,27
12462,9952,5,6
5317,13269,16,11
12463,5455,1,75
12464,39468,5,1
12465,349,1,4
985,9116,47,26
12466,39469,4,1
12467,39470,2,4
234,19082,19,19
7343,18315,11,13
7701,3001,25,24
12468,36405,1,5
12469,19594,1,17
12470,27117,1,6
4557,11432,17,23
5133,4242,5,6
2897,13747,9,11
3381,39471,4,1
10560,39472,4,1
12471,12492,1,11
6359,39473,8,1
10352,8759,28,35
12472,8605,3,9
12473,39474,5,1
12474,39475,5,1
5939,101,49,44
12475,5800,6,6
6264,38337,11,7
12476,4007,12,17
2092,39476,6,1
12477,39477,4,1
7946,22039,7,7
277,5825,19,19
5578,5258,22,22
12478,39478,8,1
12479,23560,4,4
1580,37467,5,5
11019,29689,14,2
1838,39479,5,4
12480,3855,1,5
12481,2371,1,10
12482,4400,4,16
12483,8799,12,13
4842,3598,32,21
1257,14770,12,13
12484,306,1,10
12485,13502,8,12
12486,31460,4,9
12487,8634,11,8
12488,19950,1,5
12489,2310,15,13
12490,39480,6,1
8818,9260,12,29
12491,31917,5,5
4286,39481,5,1
623,9850,18,10
9325,3574,6,6
12492,39482,11,1
12493,22050,12,5
12494,23768,1,5
8325,980,9,14
10746,3043,5,6
12495,3865,5,15
6578,399,7,8
12496,35241,5,8
10888,39483,4,1
12497,24616,1,4
12498,1132,1,4
12499,39484,1,4
4981,24033,18,33
6735,13222,8,8
12500,39485,9,6
12501,8236,8,107
12502,15920,1,5
12503,12639,10,14
12504,39177,3,5
9250,15148,4,4
12505,24464,1,4
617,15419,7,13
12506,34663,4,3
9792,2620,14,16
12507,26447,1,4
1508,29270,6,2
12508,29748,11,7
10572,28827,11,10
12509,9083,25,35
4798,8552,2,13
5729,36837,6,5
12510,39486,4,2
12511,25800,5,5
5345,39487,5,1
3675,15462,32,32
12512,39488,5,5
12513,39489,1,4
12514,16307,1,8
12515,39490,4,1
12516,37987,1,11
12517,7627,1,5
12518,39491,4,1
12519,39492,4,4
12520,13887,2,23
12521,38510,7,6
12522,37174,4,3
12523,39493,1,4
5582,15397,5,4
12454,25692,28,13
12524,39089,4,6
12525,595,8,6
12526,39494,7,4
12527,10917,10,6
12528,39495,1,4
12529,39496,4,4
12530,39497,3,4
12531,8086,6,6
12532,5681,1,5
2518,10725,9,10
7906,342,12,26
12533,39498,5,1
4174,4947,28,38
12534,39405,1,7
12535,39499,5,1
12536,29803,1,5
2452,14411,3,6
12537,39500,5,1
12538,39501,10,1
12539,39502,6,1
2333,39503,9,1
6405,22923,6,4
10076,35405,6,6
12540,20847,1,6
12541,39504,7,9
12542,3852,1,10
12543,14557,1,22
2573,5000,12,13
1507,2909,30,54
220,833,17,16
8303,13264,16,14
7450,35402,11,8
12544,236,1,146
918,7903,6,4
8958,3164,5,11
12545,7675,5,7
3576,17724,66,49
12546,39505,4,1
7865,33010,9,12
12547,16571,1,5
12548,39506,1,5
12549,18853,5,15
992,982,8,7
12550,5192,5,8
4998,17741,11,11
7701,25554,25,22
12551,39507,5,1
12552,39508,10,1
12553,39509,6,4
703,6298,22,21
7674,7033,13,15
12554,39510,8,1
12555,39511,9,1
12556,20914,7,7
12557,39512,1,4
1777,35259,7,3
432,36453,21,20
12558,39513,4,2
12559,33748,15,9
2040,34391,45,31
12560,39514,4,1
1521,39515,4,1
11471,5767,8,10
8471,3492,19,21
1039,1137,24,19
5059,27477,13,9
3427,489,28,23
236,23509,146,30
12561,2783,6,4
539,39516,7,1
4556,39517,17,1
12562,19226,2,21
3661,10589,15,17
9440,17022,6,10
8379,31135,11,9
9105,6327,8,13
12563,11007,7,7
12564,31480,4,4
8185,39518,7,2
4319,17979,40,37
1858,7337,7,15
688,2886,30,32
12565,36528,1,4
12566,31689,4,3
12567,7033,1,15
671,39519,29,1
12568,17928,3,6
12569,24006,3,9
12570,22911,8,9
4750,1173,23,36
12571,34669,8,8
12572,27320,7,9
375,21441,12,10
12573,39520,7,1
12574,34609,18,21
5537,18313,29,55
12575,530,1,6
12576,35947,11,8
12577,39521,1,5
12578,9542,33,22
5512,1871,10,16
12443,26527,17,17
12579,21761,1,12
12580,39479,4,4
12581,31169,18,5
12582,19382,4,7
4484,462,17,15
3544,26574,22,41
844,9370,11,11
12583,39522,4,1
12584,34572,16,15
12585,4519,1,4
12586,38337,18,7
12587,38767,4,2
476,33631,2,4
12588,24936,3,13
12589,39523,5,1
4570,22937,14,14
392,1455,14,9
4280,19740,17,6
12590,39524,1,4
12591,39525,4,1
12592,39526,4,1
12593,1610,21,21
57,12140,24,27
12594,39527,4,1
12595,10212,5,5
4503,9287,20,33
12596,39528,4,1
12597,9487,17,15
12598,15995,6,7
178,343,19,19
6561,11993,15,15
12599,17802,1,8
12600,39529,2,4
8058,39530,5,2
12601,22137,1,4
3970,38337,18,7
6657,39531,8,1
12602,26021,17,24
225,3679,33,23
1842,28778,8,5
3098,9285,43,36
12603,22910,8,6
12604,22349,13,13
12605,1551,1,5
12606,39532,5,1
12607,10967,11,10
12608,39533,1,7
12609,39534,10,2
3494,27842,47,29
761,39535,18,23
12610,21255,7,7
12611,35481,3,7
2298,10877,8,9
8662,26987,9,7
12612,38057,10,4
12613,39536,5,1
12614,39537,9,1
12615,2139,15,12
10539,937,22,22
430,39538,4,2
9525,3386,10,9
12616,15802,9,8
7952,9753,5,8
12617,38237,1,4
12618,39539,1,10
1431,29021,28,11
72,22778,6,6
12619,39540,5,1
301,39541,6,1
2590,12615,14,15
11780,2602,13,12
9375,38165,10,10
7406,4497,14,23
12620,33042,32,33
1451,2789,25,22
7830,325,7,6
12621,34670,4,16
7340,34482,16,12
10009,3296,9,9
4128,10946,19,18
12622,9213,4,6
12623,18228,5,2
12624,39542,4,1
12625,4655,1,8
12626,39543,14,1
12627,5542,1,5
1637,1723,33,42
5484,27577,8,7
148,4319,41,40
12628,39125,4,4
4978,14899,16,12
2141,39544,5,1
12629,12444,1,5
12630,24550,2,15
12631,27264,1,4
10742,323,15,15
12632,39545,5,3
1778,151,11,19
3562,4750,20,23
10940,39546,4,1
688,3679,30,23
273,4022,25,32
12633,24779,4,4
12634,13196,10,9
12635,39547,4,1
12636,34224,2,6
12637,19368,4,4
10597,16598,7,6
12638,36629,1,4
12639,35600,14,10
5210,9187,6,6
12640,6996,1,10
12641,34498,1,4
3427,6906,28,30
7672,35079,5,5
4319,584,40,88
7733,14183,16,23
12642,29690,27,34
12643,2518,5,9
5741,39548,26,1
12644,39549,8,1
7096,14015,5,4
12645,39550,4,1
12646,39551,19,1
3999,24997,5,8
12647,37133,1,7
12648,18204,8,6
12649,22269,14,27
12650,31062,5,5
12651,26585,22,7
671,39552,29,1
12652,10812,1,7
12653,20681,3,4
12654,39553,8,1
9308,39554,10,1
11978,12022,5,8
12655,21608,1,8
191,101,29,44
12656,35306,2,5
1171,10113,11,10
12657,18620,1,5
5214,1335,18,20
12658,39555,4,1
12659,39556,6,1
12660,6245,7,8
12661,18889,1,77
4009,37505,7,6
12662,9603,1,17
3748,18313,26,55
7087,39557,5,1
12663,35845,9,8
6443,5573,2,6
12664,24521,1,7
9500,39558,7,1
12665,39559,9,3
12666,37349,1,7
12667,6152,1,14
11472,2700,11,12
4556,39560,17,1
12668,35907,2,13
8892,15698,4,6
12669,31133,1,7
12670,16232,7,8
8768,39561,9,1
421,1426,33,36
12671,39562,11,1
12672,39563,17,8
3980,2787,38,25
12673,13142,1,10
4207,31943,17,16
12674,25110,8,10
148,5130,41,41
2963,12760,29,17
12675,18171,4,4
12676,2362,6,6
1786,18664,10,5
12571,11743,8,8
12677,35082,6,8
12678,39564,4,1
5440,23961,5,9
12679,15617,1,5
12680,7208,3,4
12681,39565,7,1
12682,1975,5,10
12683,24598,1,4
9641,4810,23,26
7812,39566,7,1
12684,38249,1,5
7808,19899,6,5
12685,4691,4,4
12686,38294,1,4
12066,6082,20,18
2794,16253,26,8
12687,39567,5,1
12688,10428,8,13
1033,17820,21,12
12689,39568,10,1
12690,23819,6,7
12691,28099,6,7
12692,5723,1,24
12693,31905,1,4
3648,26,34,48
11627,7025,23,19
3064,39569,7,4
12694,39570,6,1
12695,30419,4,2
2512,27558,17,14
12696,1979,1,29
12697,37349,1,7
12698,39571,1,6
3925,12354,13,10
12699,1012,8,7
12700,13073,1,4
12701,6236,1,5
6019,3385,12,13
7024,8818,24,12
1930,39572,6,4
7295,9137,11,10
12702,39573,7,7
12703,5395,1,16
1122,23509,40,30
3680,39574,15,1
12704,34959,2,4
12705,8204,1,18
12706,39575,5,4
12707,16748,1,4
12708,39576,4,1
12709,9152,1,5
12710,28950,1,39
320,5946,24,21
5035,7734,14,15
12711,2487,2,7
12712,39577,4,1
1581,2286,10,14
7946,18233,7,8
12713,14891,14,8
12714,3083,14,20
8927,14214,10,11
1318,18875,9,8
9629,1008,22,35
9043,5994,32,30
8719,20246,5,3
12715,39578,4,1
10984,5374,27,20
12716,22496,1,14
655,9870,50,12
12717,39579,4,1
12718,7166,1,7
12719,39580,6,1
12720,39581,5,1
12721,34196,1,12
12196,39582,4,2
1105,27534,10,11
10882,5943,14,15
1137,20804,19,21
3569,4681,25,25
10230,7199,9,12
12722,39583,5,1
6149,23504,8,7
12723,39584,4,2
7460,34767,8,8
12724,34969,1,105
12725,8507,1,18
12726,37873,7,2
12727,39585,4,4
12728,20962,2,8
4553,2243,21,23
12729,12582,5,4
5647,23378,18,15
1456,1505,23,17
6865,20202,4,4
12730,639,1,13
1456,17000,23,13
596,39586,8,1
7671,39587,8,5
1519,15089,19,21
7015,1126,16,13
12731,2735,6,8
12732,39588,5,1
5856,8722,13,10
12733,25140,5,6
12734,8552,1,13
12735,23557,11,12
10089,20790,19,20
12736,12743,1,13
361,39325,4,4
12737,37904,13,4
12738,39589,4,1
12739,2480,2,15
12740,9832,8,8
4904,16445,8,8
12741,37288,1,5
12742,14052,1,5
12743,23785,13,9
12744,23148,1,5
12745,39590,5,4
12746,39591,5,3
9827,8236,6,107
589,39592,7,9
2702,17706,9,9
12747,21961,1,5
12748,8291,6,7
6887,33285,11,3
4157,39593,7,2
12749,22527,1,10
12750,39594,4,1
10539,16763,22,18
6139,39595,5,1
8085,26969,7,2
1339,10825,5,5
5819,39596,5,1
12751,39597,4,1
12752,39598,8,4
12753,3404,5,6
2066,34104,2,4
9053,27144,16,7
12754,39573,6,7
12755,20575,1,5
60,39599,4,1
12756,39600,2,7
12757,39601,13,12
12758,535,11,13
1923,39602,4,6
7951,8372,15,12
12759,39603,6,1
12760,8431,17,32
6276,2542,29,32
7594,39604,4,5
12761,39605,7,1
12762,34423,9,2
12763,29358,5,7
12764,9803,3,33
2073,1534,19,22
12765,18793,6,3
12511,19361,5,5
12766,35635,17,18
1075,4199,31,47
12767,17067,9,9
12768,7775,2,7
1420,37456,13,8
11838,23351,7,4
12769,39606,5,2
12770,11458,5,5
7729,3912,14,25
12771,39607,4,7
5644,12776,50,23
12772,20936,1,6
3978,39608,5,1
8438,5628,17,19
3719,39609,5,1
12773,39610,4,2
2806,39611,4,1
12774,10882,15,14
12775,27015,18,19
11845,39612,32,1
12199,39613,4,2
5940,36484,19,16
4652,39614,4,1
12776,39232,23,20
5582,39615,5,3
12777,2585,4,8
4863,7332,31,32
7701,29768,25,23
12778,7864,1,17
12779,39616,5,1
12780,19527,1,4
5559,39617,4,1
12781,2585,5,8
12782,31695,1,8
12783,32134,6,8
12784,21792,4,4
622,6384,22,21
12785,34231,3,30
12786,18931,8,8
12787,19310,2,8
1156,39618,12,1
3191,39619,26,1
12788,27596,8,8
9569,4684,15,13
10445,8536,7,11
12789,6415,5,3
12790,13104,15,18
238,13606,7,12
11416,39620,4,1
1078,11256,29,19
12791,39621,1,6
12792,26839,1,4
12793,4286,1,5
12794,28649,3,5
10310,5620,9,8
2405,33363,18,17
12795,39622,6,1
12796,39623,4,1
7740,12604,10,13
12797,4160,5,4
6037,13350,53,50
11037,18772,4,4
6848,11184,30,22
12798,39624,2,7
9767,39625,4,1
12799,39626,6,1
5902,39627,12,1
9417,39628,7,1
12800,14523,2,4
12801,31205,1,5
12802,39629,9,2
7368,35313,11,9
8784,39630,6,1
6636,10362,31,27
7918,39631,8,1
12803,5067,11,8
6598,6201,7,7
12804,24890,1,5
7714,18499,7,13
7827,4685,9,10
6961,10267,33,31
12333,18313,23,55
12805,2805,1,5
12806,9364,11,15
8917,26545,7,8
1953,19721,24,5
12807,21797,5,7
6062,36145,4,6
4567,39632,4,1
12808,7584,9,9
12143,38309,5,5
9500,39633,7,1
12809,1475,1,11
4748,238,6,7
2176,32356,6,6
12810,39634,6,1
9597,997,14,14
6942,17328,11,8
11554,39635,6,1
6431,39636,11,1
7323,37852,4,5
1319,4613,37,17
12811,39637,5,1
12812,12299,1,6
12813,9603,1,17
7312,27896,4,4
12814,39638,5,1
12815,39256,1,16
12816,186,1,44
12817,39639,7,1
12818,294,3,4
12819,15194,15,13
12820,25304,1,8
12821,11371,1,18
12150,9522,24,16
12822,12556,7,7
11378,38206,4,4
9581,4284,6,7
11386,4947,24,38
12823,27934,1,4
10430,21027,17,16
10483,7734,26,15
12824,2951,1,6
12825,3741,4,4
8050,3063,22,23
6632,10457,20,16
6232,12864,14,24
12826,2794,1,26
12827,9207,8,13
12828,36085,1,6
12829,4945,1,10
12830,26160,1,4
12831,34670,19,16
1107,39640,6,1
12832,14490,5,6
12833,30742,1,28
12834,39641,4,1
12835,34908,3,5
12836,15626,1,4
12837,39642,1,5
9285,3494,36,47
151,16891,19,3
11079,39643,5,1
12838,18889,1,77
1716,7674,13,13
12839,27807,1,4
12840,6578,6,7
12841,9385,9,9
12842,39644,6,1
3914,9853,12,17
11743,11309,8,8
12843,6550,5,5
5134,15996,2,9
3964,1637,43,33
12844,39645,5,1
1075,14823,31,28
12845,39646,9,1
6006,29430,9,10
12846,39647,5,4
584,7470,88,43
12847,936,1,11
12848,4856,1,8
12849,1161,1,9
12850,39648,4,1
12851,37195,2,5
9076,38337,18,7
12852,39649,5,1
2024,29787,22,19
12853,39650,4,1
12854,9697,1,5
11236,39651,4,1
12855,36080,1,6
11544,21958,9,9
186,5012,44,17
12856,35768,1,5
12857,18086,2,5
12858,3659,1,5
12859,33299,4,8
12860,4123,1,5
5740,7341,13,22
12861,21431,7,9
12862,25600,3,6
12863,7951,1,15
12099,39652,4,1
12864,1505,24,17
12865,33007,1,7
8646,16267,23,16
12866,29297,3,5
12867,39653,1,4
12868,39654,6,1
12869,3659,1,5
12870,35149,1,5
8259,39655,4,1
2046,6275,12,12
754,11528,24,17
12871,22479,1,4
2120,7314,28,27
802,38214,19,7
11938,16653,5,2
12872,36014,6,6
12873,32600,24,19
12874,39656,2,4
8097,39657,14,1
4508,31834,5,6
1175,6852,34,27
12875,18751,1,5
7920,9573,8,11
1144,5244,39,40
7865,14288,9,5
12606,39658,5,1
12876,39659,5,2
764,16988,11,11
12877,764,7,11
6619,39660,6,1
12878,496,14,36
12879,39661,4,1
12880,22846,7,8
9367,2677,10,8
12881,7765,2,5
2593,39662,5,1
12882,39663,5,4
12883,11135,1,4
12884,14516,5,5
10584,39664,5,4
1604,39665,5,3
12885,39666,9,5
1981,35367,19,24
12886,19624,8,8
12887,39667,5,1
12888,11194,5,4
3533,17404,6,7
876,39668,13,7
12889,27950,5,5
12890,39669,4,1
12891,39670,7,4
4423,39671,6,6
12892,39672,6,1
12893,5913,1,5
12894,19517,4,3
4189,39673,5,3
12895,34455,1,14
12896,38660,4,2
12897,22215,3,8
12898,31432,7,8
2202,39674,4,1
12899,39675,1,4
12900,12044,5,5
1039,24811,24,28
5615,39676,5,4
12901,9952,5,6
12902,19168,7,6
12903,16890,1,8
12904,19240,9,11
12905,26682,5,4
6841,15009,6,4
12906,39677,4,1
146,39678,4,1
12907,16150,1,21
12443,14979,17,18
12908,34259,1,11
3356,15684,7,8
12909,39679,3,4
12910,39211,6,7
12911,27280,4,4
12912,35648,1,5
616,15011,10,7
5973,16410,21,10
2585,27361,8,4
4786,4128,21,19
12913,16143,1,5
3272,39680,16,3
12831,7131,19,23
3446,20355,13,13
6931,38343,17,11
1482,304,38,34
536,22799,15,7
12914,30673,1,6
12915,19573,10,7
10009,17704,9,6
12916,12165,2,4
1139,3670,10,12
12386,17105,17,9
4681,35415,25,26
902,7378,5,6
3456,9701,13,11
6886,39681,5,1
10310,38293,9,7
4793,39682,5,1
12917,18781,3,6
12918,39683,4,1
12919,17182,13,17
12920,38473,7,2
6579,39684,6,1
12921,36871,1,4
12922,25676,1,9
5059,2984,13,17
12923,33130,5,4
1875,12835,5,3
5893,9129,7,7
5917,25736,9,10
12924,15184,1,4
12925,16194,1,4
5244,19558,40,33
12926,1908,1,7
2054,39685,4,2
12927,767,1,20
12928,39686,8,1
12929,39687,4,6
12930,39688,19,1
5968,8225,12,18
12931,29256,1,5
8886,11306,5,3
12932,36481,1,13
3290,32212,17,20
12933,15349,6,2
12934,39434,4,4
12935,8001,5,12
12936,39689,6,1
12937,39690,4,1
504,29414,36,32
6074,7441,11,10
1402,2978,42,41
12938,36687,4,5
12939,19196,1,6
12940,8409,1,6
6906,4785,30,28
11893,28099,6,7
12941,39691,1,4
2454,33126,10,6
12942,6208,4,4
5356,7493,14,13
11148,39692,6,2
3936,25285,11,8
12943,21098,2,7
6916,7013,15,27
3913,28204,14,11
10109,23287,16,13
12944,39693,4,3
12945,35759,13,7
12946,25669,6,6
12947,16644,24,19
10094,11571,21,20
998,3196,7,7
12948,34833,2,4
12949,9048,8,6
3439,25322,11,6
3813,6335,13,13
1214,1426,29,36
12950,39694,9,1
3171,37475,10,2
12951,39001,4,3
9011,36124,8,8
10122,4726,12,20
12952,18029,2,10
12953,39695,5,1
12954,4070,1,6
12955,34619,7,4
12956,27455,2,4
4367,4497,14,23
3523,1534,19,22
12957,39696,4,4
12958,39697,11,1
1360,18023,10,6
9132,27079,5,5
12959,3458,4,4
7976,13369,5,4
12960,39698,4,1
12961,39699,4,1
5978,20570,12,3
12962,39700,6,1
8206,8818,24,12
12963,18119,7,6
12964,39701,1,4
9656,16439,11,13
12965,39702,2,5
12966,3624,4,6
12967,13264,15,14
12968,29952,1,7
12969,39668,11,7
483,12364,25,26
12970,16043,1,5
12971,136,17,28
12972,16036,1,10
6822,2507,2,4
12973,39703,10,1
12974,39704,5,1
11175,39705,10,1
12975,35063,5,6
12976,39706,11,2
4597,15749,6,6
3684,10771,20,16
7679,39707,11,1
7801,34668,5,6
9091,39708,5,2
2345,2110,8,15
10807,5676,6,5
12977,30929,4,8
3632,39709,8,8
10300,848,6,4
2610,39710,4,4
12978,1674,40,25
12979,39711,7,1
547,17836,11,4
12980,9045,1,6
7987,22979,2,6
2031,39712,4,1
12981,2241,9,9
12982,28787,1,5
2953,1227,6,7
12983,18783,14,12
3410,37660,23,8
12984,10477,1,65
12985,23427,6,5
12986,39713,1,4
12987,10752,5,5
12988,25560,1,7
12989,16373,1,8
12990,39714,4,1
12991,39715,1,8
12992,10778,5,6
12993,1643,9,4
3450,14614,16,9
12994,38875,4,8
10463,35957,12,12
5124,11994,9,9
3569,1904,25,21
